date,title_sentiment,content_sentiment,description_sentiment
2024-05-02T23:31:00Z,0.5,0.5,0.5
2024-05-02T22:50:07Z,0.5,0.5118055555555555,0.475
2024-05-02T22:47:58Z,0.5,0.5,0.5
2024-05-02T22:22:08Z,0.5,0.5535056093653216,0.4611111111111111
2024-05-02T21:24:58Z,0.4652777777777778,0.5710919098822325,0.5
2024-05-02T21:15:50Z,0.5,0.5,0.5
2024-05-02T21:14:17Z,0.5,0.5,0.5
2024-05-02T20:52:00Z,0.5,0.5,0.5
2024-05-02T20:21:23Z,0.5,0.5,0.5
2024-05-02T20:10:04Z,0.48125,0.54,0.6166666666666667
2024-05-02T19:29:11Z,0.5,0.5,0.5
2024-05-02T19:24:58Z,0.4652777777777778,0.5698266045548654,0.5
2024-05-02T19:24:58Z,0.4652777777777778,0.569894281157439,0.5
2024-05-02T19:15:26Z,0.5,0.5,0.5
2024-05-02T19:03:52Z,0.5,0.5382743703056203,0.46785714285714286
2024-05-02T18:53:02Z,0.5875,0.4976244343891403,0.525
2024-05-02T18:49:52Z,0.4222222222222222,0.5554711954711955,0.5282828282828282
2024-05-02T17:38:09Z,0.5,0.39340277777777777,0.42208333333333337
2024-05-02T17:30:00Z,0.5,0.4340909090909091,0.625
2024-05-02T17:15:27Z,0.5,0.5,0.5
2024-05-02T17:08:33Z,0.45000000000000007,0.5714333882657746,0.5666666666666667
2024-05-02T16:57:16Z,0.5,0.549685606060606,0.5125
2024-05-02T16:20:37Z,0.5,0.5,0.5
2024-05-02T15:17:16Z,0.5,0.5,0.5
2024-05-02T15:16:25Z,0.5,0.5,0.5
2024-05-02T15:10:49Z,0.5,0.5564744427028909,0.5333333333333333
2024-05-02T14:42:05Z,0.5,0.4,0.4
2024-05-02T14:13:52Z,0.5,0.85,0.5
2024-05-02T14:01:00Z,0.625,0.536188590449954,0.5
2024-05-02T13:16:44Z,0.5,0.5,0.5
2024-05-02T12:07:21Z,0.5,0.5,0.5
2024-05-02T12:04:23Z,0.5,0.5,0.5
