date,title_sentiment,content_sentiment,description_sentiment
2024-04-06T23:01:00Z,0.7809523809523808,0.593958274769963,0.7085714285714285
2024-04-06T20:39:55Z,0.5,0.5316228790366722,0.55
2024-04-06T13:24:45Z,0.5,0.5593534706034706,0.55
2024-04-06T11:48:42Z,0.5,0.531343537414966,0.58
2024-04-06T10:52:42Z,0.5,0.5491001683501684,0.5875
2024-04-06T10:50:06Z,0.75,0.5176383399209487,0.625
2024-04-06T10:50:00Z,0.5,0.5,0.5
2024-04-06T10:03:00Z,0.7964285714285715,0.5689783653846154,0.4166666666666667
2024-04-06T09:32:45Z,0.5,0.5550408380681818,0.6
2024-04-06T07:48:46Z,0.75,0.6452936107102774,0.5
2024-04-06T06:50:42Z,0.5,0.5503071889530223,0.6
2024-04-06T03:30:00Z,0.5,0.4,0.5
2024-04-07T22:20:00Z,0.75,0.5535547791941802,0.61875
2024-04-07T21:16:56Z,0.4,0.515059953274239,0.53125
2024-04-07T20:38:49Z,0.4,0.5209661889834304,0.5
2024-04-07T16:09:11Z,0.5,0.45,0.5
2024-04-07T13:50:36Z,0.5,0.55,0.5
2024-04-07T11:20:05Z,0.6714285714285715,0.5176383399209487,0.4857142857142857
2024-04-07T11:00:00Z,0.5,0.5425547706797706,0.45
2024-04-07T10:56:41Z,0.5,0.5307940476190476,0.5625
2024-04-07T09:00:05Z,0.5,0.5176383399209487,0.7375
2024-04-07T05:02:33Z,0.5,0.5,0.5
2024-04-07T04:54:40Z,0.5,0.5,0.5
2024-04-07T04:50:56Z,0.4,0.522767316017316,0.5291666666666667
2024-04-07T04:46:38Z,0.5,0.5,0.5
2024-04-07T04:46:28Z,0.5,0.5,0.5
2024-04-07T04:35:23Z,0.5,0.5,0.5
2024-04-07T04:31:03Z,0.5,0.5,0.5
2024-04-07T04:30:01Z,0.4,0.5462953413688708,0.25
2024-04-08T23:20:09Z,0.5,0.5,0.5
2024-04-08T22:07:57Z,0.5,0.5,0.5
2024-04-08T20:31:46Z,0.5,0.5289131875069375,0.58
2024-04-08T20:00:05Z,0.5,0.5176383399209487,0.6625
2024-04-08T19:00:11Z,0.4166666666666667,0.6112554112554113,0.7166666666666667
2024-04-08T18:52:01Z,0.5,0.5,0.5
2024-04-08T16:33:36Z,0.5,0.5,0.5
2024-04-08T15:13:31Z,0.5,0.5,0.5
2024-04-08T13:42:08Z,0.5,0.5,0.5
2024-04-08T12:30:42Z,0.5,0.5391408934707904,0.5333333333333333
