date,title_sentiment,content_sentiment,description_sentiment
2024-05-05T23:33:32Z,0.75,0.5578914141414142,0.7125
2024-05-05T23:06:03Z,0.5,0.7310606060606061,0.8125
2024-05-05T22:50:38Z,0.5,0.5909130366161616,0.5
2024-05-05T22:38:04Z,0.7090909090909091,0.7310606060606061,0.8125
2024-05-05T22:35:08Z,0.7090909090909091,1.0,1.0
2024-05-05T22:25:59Z,0.5497159090909091,0.5523295454545455,0.45
2024-05-05T22:22:04Z,0.5497159090909091,0.6164772727272727,0.6164772727272727
2024-05-05T22:13:35Z,0.5643939393939394,0.6400008690633692,0.5643939393939394
2024-05-05T22:06:34Z,0.7090909090909091,0.6072530734056708,1.0
2024-05-05T22:06:29Z,0.7090909090909091,0.6072530734056708,1.0
2024-05-05T22:04:04Z,0.7090909090909091,0.7310606060606061,0.8125
2024-05-05T22:02:12Z,0.5,0.5,0.5
2024-05-05T22:00:00Z,0.5,0.5,0.5
2024-05-05T22:00:00Z,0.5,0.5681818181818181,0.5681818181818181
2024-05-05T21:52:54Z,0.5,0.5,0.5
2024-05-05T21:52:01Z,0.7090909090909091,0.6025373977873978,0.8125
2024-05-05T21:50:51Z,0.5,0.5,0.5
2024-05-05T21:50:51Z,0.7090909090909091,0.6025373977873978,1.0
2024-05-05T21:42:06Z,0.5,0.55,0.55
2024-05-05T21:28:07Z,0.5,0.5472954545454546,0.55
2024-05-05T21:22:05Z,0.65,0.6875,0.75
2024-05-05T20:58:08Z,0.5,0.5584051724137931,0.5
2024-05-05T20:18:51Z,0.5,0.5,0.5
2024-05-05T20:18:05Z,0.5,0.5525,0.521875
2024-05-05T20:00:06Z,0.5,0.5525,0.521875
2024-05-05T19:30:02Z,0.5,0.5,0.5
2024-05-05T19:13:09Z,0.5,0.5470095693779904,0.5
2024-05-05T19:08:06Z,0.5,0.5921717171717171,0.6382575757575757
2024-05-05T18:54:07Z,0.5,0.5,0.5
2024-05-05T18:40:05Z,0.625,0.7833333333333333,0.7833333333333333
2024-05-05T18:36:27Z,0.5,0.5,0.5
2024-05-05T18:33:26Z,0.5,0.5952380952380952,0.5
2024-05-05T18:12:07Z,0.5,0.5952380952380952,0.5875
2024-05-05T18:12:06Z,0.6,0.64375,0.6916666666666667
2024-05-05T18:08:45Z,0.5,0.5,0.5
2024-05-05T18:08:15Z,0.5,0.5522317482864358,0.40625
2024-05-05T17:42:09Z,0.5,0.5307692307692308,0.6
